제목,내용,평점,좋아요 수
존 오브 인터레스트,눈에 보이는 실체보다 벽 넘어에 보이지 않는 공포의 엄습,4.5,18
챌린저스,사랑과 우정사이의 욕망스런 렐리,3.5,14
혹성탈출: 새로운 시대,최고 빌런은 메이였다,3.0,5
할리우드 살인사건,헐리우드의 환상을 그들 트로피로 깨부수다,3.0,6
마더스,앤 해서웨이와 제시카 차스테인 두 배우의 연기가 그녀들의 의상만큼이나 눈부시다,3.5,7
정무문,아무리 이연걸이라 하더라도 이소룡은 건드리는거 아니다,2.0,8
이상한 나라의 수학자,좀 더 고민해서 이야기를 현실감있게 풀어 갔더라면..너무 식상한 전개로 힘과 방향을 잃었다,3.0,8
애비게일,황혼에서 새벽까지 이후 모든 장르를 제대로 갖춘 뱀파이어가 나타났다,3.5,14
유마 카운티의 끝에서: 주유소 살인사건,티란티노가 은퇴한 아쉬움을 달래 줄만한 감독이 나타났다..,4.0,19
탐정 말로,리암니슨의 진중한 연기와 탄탄한 스토리로 속편제작도 가능하다,3.5,8
고질라 X 콩: 뉴 엠파이어,참 희한한게 사람들이 나오기만하면 재미가 없어진다,2.0,6
오키쿠와 세계,똥같은 세상에서도 청춘은 아름답다,4.0,6
몽키맨,데브파텔 .. 도대체 왜 그런거야?,1.0,11
공백,사람과 사람사이 그것도 부부사이와 아버지와 딸 사이에 생긴 균열의 공백은 그물로도 그림으로 채울수가 없었다,3.0,3
러브 라이프,사랑하며 살기가 이렇게 힘든일인가?,3.0,5
랜드 오브 배드,대령은 도대체 어느 나라 군인인지..스타벅스에 농구라니..주인공이 람보였다면 귀대 즉시 대령집에 불질렀을거다,3.0,5
신의 이름으로,신의 이름으로 심판하려는 사람들과 신의 이름으로 용서하려는 사람들간의 괴리,3.5,5
디셈버,용서도 중립도 갱생도 판결도 쉬운 것이 하나 없다,3.5,4
악마와의 토크쇼,시청률1위를 위해 시작한 악마와의 토크쇼 결말은 다급한 한 마디 'TV를 지금 당장 꺼주세요',4.0,97
악은 존재하지 않는다,자연 그 자체에 악은 존재하지 않는다 다만 인간 사회에서는 예외다,3.0,6
아가일,킹스맨은 중딩용 아가일은 초딩용,3.0,7
돌로레스 클레이븐,때론 미친 년이 되어야 자신을 지킬 수 있었던 상황은 동서고금을 막론하고 변함이 없다,3.5,10
추락의 해부,고통 가운데 겨우 연명하고 있는 가족마저 죽게 만드는 재판이라니..,4.0,10
듄: 파트2,드니 발뇌브의 각색이 앞으로 더 기대된다,4.0,13
복수는 나의 것,"이것은 다큐인가? 영화인가?
이것은 사람인가? 짐승인가?",4.0,10
스트레인저스,믿을 놈 하나 없는 세상,3.0,6
더블 크라임,애슐리 쥬드가 리비역을 하기에는 너무 눈이 부시네..,3.0,8
엔젤 오브 마인,1997년 델리마베라 사건을 모티브로 한 생모의 기가막힌 본능,3.5,6
데이비드 게일,사형제도의 딜레마..과연 사형제도는 누구에게나 공평한가?,4.5,7
이누야시키 : 히어로 VS 빌런,애니가 실사보다 연기력 연출 모두 앞선다,3.0,7
더 라스트오브 어스: 인류최후의 생존자들,좀비보다 더 무서운 철딱서니 없는 소녀의 질투,3.0,6
로드 하우스,제이크 질렌할 근육이 이 영화의 진정성이다,3.5,10
인피니트 스톰,세상에 선하고 착한 사람이 존재하는 한 세상은 살만한 곳이다,4.0,7
트렁크: 갇히다,신장까지 극한 상황을 설정했음에도 기억나는건 여주의 황소만한 눈동자뿐,1.0,7
욕망의 둥지,미저리는 순한맛이었네,3.5,6
메신져 - 죽은 자들의 경고,이 영화 본 자들이 경고합니다 절대 보지 마세요,0.5,5
비키퍼,대통령을 보호하는 군경을 상대로 모두를 죽이고 제압하기에는 정의도 명분도 잃은 비키퍼,2.5,9
아무도 없다,이 영화를 극장에 가서 볼 사람이 아무도 없다,2.0,6
티처스 라운지,앤딩씬에서 마치 왕의 행차처럼 보인건 나뿐일까?,4.0,10
코마,코마를 소재로 정한것은 아주 좋았는데 아 누가 좀 도와주지...뭔가 많이 아쉽네,3.0,6
버진 마운틴,이 세상은 착해서는 살 수 없는건가?,3.0,7
시크릿 인 데어 아이즈,범인을 죽이려 잡아 놓고 수년 째 비프를 건네 주는 아이러니,3.0,7
코요테 레이크,살인을 정당화하는 인간의 무서운 자기 합리화,3.0,7
더 시크릿,전쟁의 상처를 아물게 할 수만 있다면..,3.5,6
더 오크 룸,사람의 말은 참 무섭고 사람의 위치는 수시로 반전이 온다,3.5,7
클래식 호러 스토리,넷플릭스로 나온 이유가 있다 결정적으로 창의적이지 못한게 치명적,2.5,5
블러드 앤 본,해비급의 몸으로 현란한 태권도 발차기가 시원하다,2.0,6
대지진,대지진 앞에 인간은 다시 태어나는 경험을 한다,3.5,6
시 포 미,아무리 영화지만 이게 말이 된다고?,3.0,6
플랜 75,노인을 위한 나라는 없다,2.0,7
모스맨,당최 어디까지가 실화인지 잘 모르겠는 영화,2.0,5
건국전쟁,이 나라는 언제 건국이 될까? 언제나 둘로 쪼개져 있지,3.5,9
나의 행복한 결혼,단순하고 식상한 스토리에 액션씬은 실소지경,2.0,10
용서받지 못한 자,군대갔다 오지 않은자는 말을 하지 말라,4.0,10
다크 컨트리,시나리오보다 고속도로에서의 연출이 더 좋았다,3.0,5
부력,차크라는 고향으로 가는 버스 안에서 그동안의 고통에 대해 보상 받았다고 생각했을까요?,3.5,6
스페셜 포스 : 블러드 마운틴,사악한 이슬람 무장단체 죽여도 죽여도 좀비처럼 끝이 없네,2.0,7
먼지로 돌아가다,마지막으로 위테가 삶은 계란을 한입에 넣는 장면과 위테와 구잉이 공들여 만들었던 집이 철거되는 장면은 너무 허무하다,4.0,10
아이카,이렇게 관객들에게 고통을 주는 영화가 또 있을까?,4.0,11
수라설희,지금 봐서는 많이 어설프지만 당시로서는 파격적이었으리라...킬빌에 많은 영감을 줄만하다,3.5,10
바튼 아카데미,남겨진 사람들만이 알 수 있었던 잊지 못 할 크리스마스,3.5,15
더 건맨,숀펜이 애 써 키운 근육을 낭비했네,2.0,5
침입자,배우들은 잘못 없다..끝까지 본 관객이 잘못이다,0.5,6
터널,무리수 난발이 부른 반감이 최대의 적,2.5,7
47시간: 샤크베이트,상어가 영화를 살리기 위해 여주보다 더 외롭게 고군분투,3.0,5
사라져버린,진짜 불쌍한 부부는 따로있다..,3.0,6
야생마와 죄수,사람에게서 얻지 못한 교감을 말에게서 배우다,3.5,8
라스트 맨 스탠딩,그냥 말타고 서부영화를 찍는게 ..,2.0,6
아메리칸 울트라,제시 아이젠버그와 크리스틴 스튜어트로 이런 영화를 만들다니..,2.0,6
나의 올드 오크,"""함께 먹을 때 단단해져요"" 켄 로치 감독의 15번째 마지막 작품",3.5,10
우주인,"야쿠프는 애원하는 렌카를 뒤로하고 5억km 까지 멀리 가서 광활한 우주 앞에서 깨달은 것은  ""결국 바라던 것은 가장 가까이 있다""는 사실 하나",4.0,14
로기완,멜로만 하지 여주의 설정이 너무 억지다,2.5,8
레트리뷰션,노쇠한 리암니슨보다 미안하지만 벤즈에만 눈이갔다,2.0,6
콜리니 케이스,"악법도 법일까?
법은 모든 판결에 정의로운가?",3.5,5
전시의 겨울,봄이 와도 미첼은 집안에서 나갈 수 없었다 미첼은 아직도 겨울인게지..,3.0,5
슬립타이트,진짜 세자르역은 생김새부터 모든게 완벽했다,3.5,4
바비,켄은 사랑이라고하고 바비는 아니라고 한다,3.5,9
루인즈,참신하고 앤딩에 여운을 남겨서 충분히 속편이 나오리라 기대했는데 정말 아쉽다,4.0,5
가여운 것들,프랑켄슈타인과 페미니즘 그리고 냉소주의를 한꺼번에 처리한 엠마스톤,4.0,20
립세의 사계,명화속 한복판에 들어가는 황홀한 경험,4.0,8
파묘,이 영화로 곡성이 얼마나 잘 만든 영화인지 다시한번 증명되었다,3.5,14
쏘우 X,됬고 도대체 존은 언제 죽는거요?,2.5,5
블랙 데스,흑사병보다 무서운 것이 복수심,3.0,4
세레니티,화려한 배우진과 시나리오도 나쁘지 않았는데 전체적으로 뭔가 많이 아쉽다,3.0,4
도그맨,특이한데 이상하게 식상하다,3.0,6
사랑은 낙엽을 타고,"“우울해서 술을 많이 마시고, 너무 많이 마셔서 우울하다.”라는 악순환에 빠진 그 사이에서 사랑은 험난한 세상에서 살아갈 이유가 된다.",4.0,13
라스트 킹,포레스트 휘테커의 이디아민을 환생시킨 인생연기..우간다 대통령이라고 우습게 보지마라 이디아민은 미국대통령도 부럽지 않다..오죽하면 검은 히틀러라고 불리였을까..,4.5,6
빅 조지 포먼,조지포먼 가장 최고의 진정한 복서,3.5,7
크리드,어쩜 록키 영화와 그리 똑같이 만들었냐,2.0,4
위대한 소원,소원은 위대하지 않으나 친구들은 위대했다,2.0,4
그날 이후,영화를 보고도 전 세계는 핵을 계속해서 만들어내고 있다,4.0,6
타임 투 킬,선과 악의 대치 과연 현실에서도 선이 악을 이기는지..,3.5,5
맨 오브 마스크,에두아르는 아버지에게 그토록 듣고 싶었던 말을 듣자 한 마리 행복한 새가 되어 날아갔다,3.5,3
예언자,한 때 대부였던 케사르가 아랍애들에게 쳐맡고 초라하게 뒤돌아서 가는 모습이 인생무상이다,3.5,5
미스 슬로운,제시카 차스테인이 다했다,3.5,6
로우리스 : 나쁜 영웅들,톰하디가 톰하디했다,4.5,5
브레이킹 던 part2,남녀 주연 배우들만 득이 되었던 시리즈,2.0,3
이클립스,차가운 뱀파이어 육신 대신 늑대인간의 근육에 잠시 흔들리다,2.0,3
뉴 문,뱀파이어가 약하다 생각했던지 늑대인간이 구원등판,2.5,4
트와일라잇,로미오와 줄리엣의 가문 보다 더 쎈 간극으로 하기  위해 뱀파이어와의 사랑을 설정한 것이 먹히네..,2.0,4
덕수리 5형제,이 영화는 코미디인가? 아니면 스릴러인가? 이도 저도 아닌 C급영화,1.5,2
오멘,아무리 리메이크라지만 고민없이 그냥 다 베꼈네,0.5,4
오멘 4,4편은 만들어야겠고.. 그렇다고 여자 데미안이 등판할 줄은 정말 몰랐네,2.0,3
오멘 3 - 심판의 날,3편에서 감독이 길을 잃어 버렸다,3.0,3
가르시아,자루에 든 남자의 머리만큼 엘보로 여자를 떡실신 시키는 장면이 당시에 큰 충격이었을 듯,2.5,3
화란,배우들의 연기가 2시간 넘는 긴 런닝타임을 지배하다,3.5,8
보호자,정우성 감독의 도전에 박수를 보낸다 그래도 평점은 이것밖에 못줍니다,1.0,11
외계+인 2부,모두 어디선가 보았던 장면들이 너무 많이 연상된다..내가 똑똑한건가?,2.5,13
타겟,현실에서도 저런 형사가 있을지..,2.5,4
대부 일대기,시리즈 중 단연 최고,5.0,4
빌,누가 빌에게 돌을 던지랴..얘썼다 빌..빌어먹을..,4.0,7
더 데빌스 캔디,근육질의 주인공이 어째서 초고도 비만환자 하나를 당해내지 못할까?,2.5,5
우아한 세계,웃어라 아버지니까..그런데 자꾸 눈물이 난다..당췌 마지막 앤딩씬은 왜 세월이 흘러도 잊혀지지가 않는건지..,4.0,8
더 킬러,킬러의 총소리보다 킬러 내면의 소리가 더 느와르다운 영화,3.5,9
발레리나,전종서보다 김지훈의 연기에 더 놀랐다,3.0,9
천박사 퇴마 연구소: 설경의 비밀,화려한 개스트들이 출연하였음에도 90년대 홍콩영화 수준을 벗어나지 못한 아쉬움..,2.0,7
비공식작전,"하정우와 주지훈의 케미로 김윤석,조인성의 모가디슈에 판정승",3.0,7
더 마블스,차라리 고양이를 주인공으로 했더라면..,0.5,7
노량: 죽음의 바다,전쟁은 끝날때까지 끝난 게 아니고 항복을 받아야 끝이난다는 걸 이순신장군만 알았다,3.5,11
웡카,화려한 CG보다 티모시의 매력이 더 빛을 발한 영화,4.0,26
황야,범죄도시와 콘크리트 유토피아 보는 줄 착각 할 지경,2.5,10
괴물,편향된 시선이 난무하는 편협한 세상에 태어나 살면서 괴물들을 상대하느라 힘들어했을 미나토와 요리가 비로소 마지막 앤딩장면에서 행복해하는 모습이 깊은 여운을 남긴다,4.0,14
패스트 라이브즈,해성이와 나영이의 인연은 결국 끝이난걸까?,4.5,20
안데스 설원의 생존자들,설원의 추위와 산사태만큼이나 무서운 런닝타임,3.5,13
올드 헨리,"죽으면서도 ""남자는 일종의 위안 같은 걸 찾을 수 있어"" 아들에게 멋진 말하고 죽는 주인공 헨리의 여유",3.0,5
나폴레옹,나폴레옹의 길고도 지루한 사랑과 전쟁,2.5,7
거미집,레트로 가득한 코미디에 배우들의 연기력과 감독의 연출이 불타는 영화,3.5,12
약속의 땅,사람은 과연 무엇을 먹고 사는가?,2.5,7
폭로,이 영화가 너무 뻔한 내용이라는 것을 폭로합니다,2.0,3
그란 투리스모,꿈을 현실로 만든 실화 게임이야 영화야 언빌리버블,3.0,11
마에스트로 번스타인,말러 교향곡 2번 피날레 ..압권인 이 명장면은 영화 역사속에 길이 남으리라,4.0,13
연애 빠진 로맨스,박우리와 함자영의 미친 티키타카,3.0,6
비닐하우스,지옥과 천국의 길목에서 돌아올 수 없는 강을 건너다,4.0,4
더 퀸,21세기의 눈으로 영국 군주제의 불가사의한 세계를 들여다 보다,3.0,5
노웨어,이 보다 더 극한 나쁜 상황이 또 어디 있을까?,2.5,6
리브 더 월드 비하인드,기존 재난영화들의 클리셰에 도전장을 던지다,4.5,14
콘크리트 유토피아,사람과 짐승의 경계선에 선 무리들,2.5,9
잠,이선균과 정유미의 연기력으로 끝까지 긴장감을 유지하지만 오히려 연출력이 아쉽다,3.0,10
서울의 봄,전두광보다 더 열받게 한 최고의 빌런은 국방장관..,4.0,15
크리에이터,지금까지 봐 왔던 AI영화들을 복습한 것에 지나지 않는 지루한 스토리와 뻔한 결말,2.0,5
플라워 킬링 문,청교도들이 세운 미국이라는 나라가 가진 원죄와 백인들의 흑역사,3.5,9
사랑할 땐 누구나 최악이 된다,"방황과 성장, 정지와 운동, 감정과 존재..이제 율리에도 나이를 먹어 가면서 좀 더 성숙해지고 행복해 지길 바란다..",3.5,8
독전 2,감독 바뀐건 이해할수 있는데 주연배우가 바뀌는건 설명이 안된다..이 영화는 차승원이 승자,3.0,13
지퍼스 크리퍼스 2,원작을 능가하는 괴물의 진화가 악수가 되다,2.5,2
지퍼스 크리퍼스,괴물보다 저스틴롱의 찰떡연기가 잘 맞았던 영화,3.5,3
지퍼스 크리퍼스 3,갈수록 코미디가 되는구나,1.0,3
베니스 유령 살인사건,다음 4편부터는 OTT로 나옴이 합당하지 않을까?,2.5,8
플랜 A,용서하기보다 복수하기가 이렇게 힘들다,3.5,4
평원의 무법자,모두가 궁금해 하는 평원의 무법자 이름은 마을을 지나가던 또 다른 빌런에 지나지 않았다,3.0,3
오리엔트 특급 살인,세련된 영상과 명배우들로도 감당하기 어려운 원작의 위엄,2.5,6
13번째 전사,진짜 용이라도 나왔더라면..,2.5,6
폭풍의 질주,지금 상영해도 조금도 안꿀리는 영화와 톰과 니콜의 리즈시절,4.0,7
부기맨,언제적 스티븐킹이냐? 너무 진부하다,1.0,7
인디아나 존스: 운명의 다이얼,해리슨포드가 곧 인디아나존스..위대한 모험과 대여정의 아쉬운 마침표,3.0,10
