제목,내용,평점,좋아요 수
화양연화 리마스터링,스쳐가는 순간들로 사랑의 시간을 인수분해하다.,5.0,2200
에이 아이,스티븐 스필버그의 최고작.,5.0,1174
키리시마가 동아리활동 그만둔대,희망 없이도 행복할 수 있다는 것.,4.5,1199
퍼머넌트 노바라,앞이 가로막힌 이들의 사랑법.,3.5,73
암살,역사극으로서 하고 싶은 말과 여름대작으로서 보여줘야 할 것 사이의 괴리.,3.0,1932
스쿨 오브 락,한바탕의 신나는 난장을 만들어내는 유희정신.,3.5,278
파스카,반려동물 테마를 다루는 섬세한 손길.,3.0,23
인사이드 아웃,나는 이제 너에게도 슬픔을 주겠다. 사랑보다 소중한 슬픔을 주겠다. (정호승의 시 '슬픔이 기쁨에게'),4.0,9291
종이 달,진짜 쾌락과 가짜 삶.   문을 옆에 두고도 창을 깨고 폭주하는 자의 벽.,4.0,466
터미네이터 제니시스,"음, 이렇게 두 편이 더 나온다는 건데...",2.5,253
마돈나,끝없는 전락에도 끝끝내 가라앉지 않았던 생의 부력.,3.0,143
한밤의 아이들,살만 루슈디의 걸작 소설을 스크린으로 접할 수 있다는 장점.,3.0,20
연평해전,내내 관성적인 작법과 시종 경직된 연출.,1.5,596
경성학교: 사라진 소녀들,신선한 얼굴들을 한국영화계에 힘차게 소개한다. '여고괴담'의 성공적인 시리즈가 그랬듯.,3.0,162
극비수사,소재의 개성을 살려내지 못했다.,2.5,323
쥬라기 월드,그저 시리즈 1편만 하염없이 바라본다.,3.0,427
은밀한 유혹,극의 기본 분위기조차 설득시키지 못한다면.,1.5,66
한여름의 판타지아,창작에 대한 질긴 고민이 아름답고 맑은 꿈을 잉태하다.,4.5,456
샌 안드레아스,대지진에 매몰된 도시를 다루다가 장르적 관습에 매몰된 영화.,2.5,290
트립 투 이탈리아,화려한 말의 성찬 끝에 맞닥뜨린 바다같은 침묵.,3.5,75
산다,살아낸다. 휘청인다.,3.0,31
무뢰한,전도연이다. 전도연이다. 전도연이다.,3.5,1076
첨밀밀,세월을 뛰어넘어 흐르는 홍콩 멜로 영화의 뭉클한 풍경들.,4.0,413
위아영,"이보게, 어떻게 나이가 숫자에 불과할 수 있겠나.",3.0,226
악의 연대기,반전강박에 잡아먹힌 또 한 편의 스릴러.,2.0,548
매드맥스: 분노의 도로,오래오래 회자될 장대하고도 지독한 자동차 액션(들들들).,4.5,2848
엑시덴탈 러브,역시나 도중에 감독이 바뀌면 무탈하기 어려운 법.,1.5,40
윈터 슬립,"타인이 지옥인 세상에서, 저마다 마음의 감옥에 갇힌 수인들.",4.0,113
"조제, 호랑이 그리고 물고기들",부디 우리가 도망쳐온 모든 것에 축복이 있기를. 도망칠 수밖에 없었던 우리의 부박함도 시간이 용서하기를. 결국 우리가 두고 떠날 수밖에 없는 삶의 뒷모습도 많이 누추하지 않기를.,4.5,7825
스틸 앨리스,축! 오스카 수상. 그러나 줄리언 무어는 늦어도 2003년엔 받았어야 했다.,3.0,180
차이나타운,제스처가 된 염세주의는 종종 얼마나 허망한가.,2.5,139
어벤져스: 에이지 오브 울트론,끝도 없이 뻗어나가는 마블 시네마틱 유니버스의 거대한 광맥.,3.0,293
분노의 질주: 더 세븐,폴 워커의 질주했던 삶 뒤로 쏘아올리는 화려한 예포.,3.0,343
생 로랑,시대의 격랑 위를 미끄러지는 어느 예술가의 음화와 양화.,3.0,29
채피,닐 블롬캠프의 창작력은 데크레센도. 이제 '에일리언' 시리즈가 걱정된다.,2.0,118
리바이어던,"세상은 뭍같이 까딱 않는데, 파도야 어쩌란 말이냐.",4.0,215
원스 어폰 어 타임 인 아메리카,시간의 벽을 자유자재로 넘나드는 세르지오 레오네의 영화적 마술.,5.0,351
모스트 바이어런트,불타는 야망은 결국 그 간절함 때문에 타락한다.,3.5,131
소셜포비아,어떤 게임은 참여자 모두를 패배하게 한다.,3.0,341
나이트 크롤러,제이크 질렌할의 내내 섬뜩한 그 눈빛.,4.0,806
그레이의 50가지 그림자,이 영화의 속편을 볼 인내심이 내게 있을까.,1.5,597
위플래쉬,J.K.시몬즈의 명연조차 이 영화의 탁월한 성취 중 일부분일 뿐.,5.0,2398
이미테이션 게임,천재 신화를 완성하는 것은 세상과의 불화라는 비극성.,3.5,1370
버드맨,끊어지기 직전의 외줄 위에서 펼치는 현란한 영화적 곡예.,4.0,930
킹스맨: 시크릿 에이전트,취향의 폭주 끝에서 마주치게 되는 뻔뻔한 클라이맥스의 짜릿한 쾌감.,4.0,2404
이다,한없이 투명에 가까운 여백.,4.5,264
아메리칸 스나이퍼,능란하지만 성찰없는 클린트 이스트우드의 영화를 대하는 당혹감.,3.0,219
마미,천재라기보다는 스타.,3.0,409
폭스캐처,가질 수 없는 것을 가지려는 자의 지옥.,5.0,671
트라이브,아이디어가 영화보다 크다.,3.0,140
강남 1970,"밑그림만 뚜렷할 뿐, 마음 둘 곳 하나 없이 온통 비릿하다.",2.0,254
허삼관,위화 원작 세계를 한국땅과 한국역사에 제대로 옮겨내지 못한 위화감.,2.5,235
내일을 위한 시간,응원과 반성은 둘이 아님을 알려주는 사회윤리학 실험실.,4.5,609
맵 투 더 스타,크로넨버그가 뿜어대는 그 서늘한 냉기.,3.5,50
기술자들,김우빈이 인상적이었을 뿐.,2.0,178
국제시장,사람냄새와 쉰내 사이에서 슬렁슬렁.,2.5,591
호빗: 다섯 군대 전투,각색 규모와 방향이 잘못되면 피터 잭슨조차도.,3.0,228
"님아, 그 강을 건너지 마오",시간을 견뎌낸 모든 것에 갈채를.,3.0,357
목숨,평범한 사람도 위엄있게 끝맺을 수 있다는 위안.,3.5,56
철의 꿈,가장 물적인 광경에 가장 영적인 정경을 겹쳐놓으며 역사를 되묻는다,4.0,56
언더 더 스킨,세계에 대한 예술의 대응. 익숙한 것들을 전혀 달리 보고 듣게 만든다.,5.0,325
엑소더스: 신들과 왕들,파란만장하지만 낡은 소재를 다루는 또 하나의 밋밋한 각색.,3.0,153
갈증,인공지옥 테마파크.,2.5,290
빅매치,야단법석 헛소동.,2.0,212
거인,성장영화가 아닙니다. 일종의 재난영화입니다.,3.5,1284
카트,노동 문제에 대한 명확한 주제의식을 대중적 화법에 담았다.,3.0,254
액트 오브 킬링,악마에 대한 전율과 인간을 향한 탄식. 나는 이 영화를 잊을 수 있을까.,5.0,693
인터스텔라,SF를 향한 놀런의 웅대한 꿈. 그 한가운데 자리한 가족영화의 간절한 순간.,4.0,1411
나의 독재자,감정적 분출보다 이성적 접근이 오히려 더 필요했을 소재.,2.5,150
보이후드,그때 그 아이는 어떻게 내가 되었나.,5.0,2379
나를 찾아줘,흥미로운 이야기를 더욱 팽팽하게 잡아당기는 데이빗 핀처의 장력.,4.0,1209
제보자,직업정신이 무엇인지 잘 보여주는 드문 한국영화.,3.5,465
마담 뺑덕,굳이 '심청전'을 끌어들일 필요가 없었을 이야기.,2.0,479
오직 사랑하는 이들만이 살아남는다,황량한 세계를 시적인 운율로 유영하는 로맨티시즘.,4.0,321
경주,마침내 환상이 현실을 스멀스멀 뒤덮는 순간의 아득함.,3.5,159
비긴 어게인,따스하고 감미로운 기성품. 주인공들의 태도와 영화 자체의 태도가 서로 충돌한다.,3.0,512
60만번의 트라이,믿음직하면서 결국 뭉클해지는 그 얼굴들 하나하나.,3.0,28
자유의 언덕,잠든 남자와 병든 여자의 참 쓸쓸한 동화.,4.0,236
루시,밸런스를 무시한 채 단순하게 폭주한다.,2.0,652
두근두근 내 인생,염도가 낮은 눈물.,2.5,282
타짜 - 신의 손,순간순간의 재미를 위한 캐릭터 돌려막기.,2.5,544
족구왕,브레이크 없는 유희정신이 만들어낸 단순하고도 강력한 안티테제.,3.5,263
매직 인 더 문라이트,우디 앨런 영화에 이렇게 관성적이고 지루한 라스트신이라니.,2.5,432
모스트 원티드 맨,위대한 배우의 찬란하고도 처연한 퇴장사.,4.0,331
해적: 바다로 간 산적,"느슨하고 실없이, 푸근하게 웃긴다.",3.0,185
해무,어느 평범할 수도 있었던 자(들)의 참혹한 소용돌이.,3.0,130
마담 프루스트의 비밀정원,애니메이션에는 그토록 잘 맞았던 실뱅 쇼메의 감성이었지만.,2.5,94
명량,어쨌든 해전 부분은 인상적.,2.5,967
가디언즈 오브 갤럭시,요즘 마블은 흡사 십수년 전의 픽사처럼 보인다.,4.0,858
군도:민란의 시대,의뭉스러운 유머로 맛깔나게 차렸다.,3.5,361
프란시스 하,생생한 캐릭터를 넘치는 활력으로 살아낸 그레타 거윅.,3.5,541
혹성탈출: 반격의 서막,블럭버스터가 보일 수 있는 위엄의 극대치,4.0,466
트랜스포머: 사라진 시대,ll: 때린다 부순다 무너버린다 :ll  (최남선 '해에게서 소년에게'),1.5,350
님포매니악 볼륨2,조롱하는 내용을 형식으론 긍정하는 자기분열적 미학.,3.0,215
님포매니악 볼륨1,라스 폰 트리에의 유머 감각을 인정하게 됐다,3.0,178
그린 존,언제나 현장감이 생생한 그린(그래스) 존.,3.5,47
우는 남자,피바다 속의 감상주의.,1.5,127
그레이트 뷰티,노년이란 소리와 그림자 외에 무엇이란 말인가. (에우리피데스),4.0,218
엣지 오브 투모로우,익숙한 재료들도 배합하는 솜씨에 따라서는.,3.5,810
끝까지 간다,두 주인공이 처음 직접 대면하게 될 때의 굉장한 박력.,3.5,1209
디센트,호러는 만든 이의 실력 차이가 가장 두드러지는 장르.,4.0,274
4.4.4.,완성된 영화에서 무작위로 15분간 가위질을 한 것 같다.,1.0,46
정사,몸의 고함과 마음의 비명 모두에 귀 기울일 줄 안다.,3.5,28
용서받지 못한 자,패기와 상상력까지 있었더라면!,3.5,118
에브리데이,"어제와 별반 다를 바 없는 오늘들이 모여 어느새 훌쩍, 세월",3.5,39
성룡의 신화,새로운 시도가 반드시 좋은 것은 아니다. 특히 성룡은.,2.5,35
신들의 전쟁,타셈 싱도 완성된 영화를 보면서 속상했을 듯.,2.0,66
세상에서 가장 아름다운 이별,펑펑 울고 싶은 요즘 당신에게.,3.0,236
마이애미 바이스,징그러울 정도로 집요한 마이클 만.,3.5,39
로맨틱 크라운,심심한 맛에 계속 입에 넣는 감자칩처럼.,3.0,39
동해물과 백두산이,공형진과 박철만으로는.,1.5,15
낮술,1천만원으로 무엇을 할 수 있겠냐고 묻는다면.,3.5,83
영웅본색,이제는 전설이 된 이름들.,4.5,389
지구를 지켜라!,2000년대 가장 인상적인 한국영화 감독 데뷔작.,4.5,708
사랑도 리콜이 되나요,음악과 영화가 한몸이 된 흥겨운 로맨틱 코미디.,4.0,83
러브레터,"눈의 잔상과 편지의 이명, 끝내 남아 있는 사랑의 흔적들.",4.5,1396
언터처블: 1%의 우정,따스하고 유머러스한 생의 찬가.,3.5,373
러브 어페어,두 배우의 영화 안팎을 넘나드는 사랑의 징표.,3.0,50
에이리언,외계인 소재의 영화의 기준을 세운 독창적 걸작.,5.0,540
제인 에어,영문학의 고전을 우아하고 서정적으로 각색하다.,3.5,150
터미네이터,한계를 매력으로 바꾸어 낸 제임스 캐머런의 창의성.,4.0,174
사랑과 영혼,효율적인 각본과 능란한 연기가 빚어낸 대중영화의 위력.,4.0,203
아마데우스,"흥미로운 각본, 우아한 연출, 좋은 연기를 모두 갖춘 음악영화의 품격.",4.5,449
완전한 사육 - 신주쿠 여고생 납치사건,그냥 너절한 핑크영화였어.,1.0,41
춤추는 대수사선 2,성공한 직장 여성에 대한 엉뚱한 화풀이.,2.5,13
서양골동양과자점 앤티크,상처를 다뤄내는 한국영화의 새로운 감각.,3.5,219
킬러들의 도시,범죄 스릴러에서 아이러니란 이렇게 활용하는 것.,4.5,201
도희야,이렇게 이야기를 맺을 수 있는 감독이 주는 신뢰감.,3.5,196
기담,비범한 이미지.,3.5,116
엑스맨: 데이즈 오브 퓨처 패스트,"약은 약사에게, '엑스맨'은 브라이언 싱어에게.",4.5,1254
고질라,괴수영화의 양감.,3.0,75
인간중독,내내 푸석푸석한 그 중독.,2.0,139
스타로부터 스무 발자국,"""왜 행운은 어떤 이에겐 웃음지으면서 다른 이들은 흘려보내는가."" (이글스. 'The sad cafe')",3.5,84
디태치먼트,이토록 화려한 절망.,3.0,414
역린,밀도를 위한 종적 구조와 마냥 부피를 늘려가는 횡적 화술의 상쇄.,2.5,112
표적,각본 전개의 필요에 따라 제조해낸 인위적 설정들.,2.5,127
그녀,대상(Her)이 주체(She)가 되는 순간에 찾아오는 어른의 사랑.,4.5,4811
아이 엠 샘,"숀 펜과 다코타 패닝, 비틀즈의 따스한어울림.",3.0,167
파이트 클럽,현대문명의 허상을 조롱하는 통렬한 블랙코미디.,5.0,1125
방황하는 칼날,'어린 악마'들을 바라보는 기성세대의 당혹감.,3.0,142
어메이징 스파이더맨 2,흥미로운 이야깃감과 좋은 배우들을 동원하고도.,3.0,201
슈렉 3,적(디즈니)과 오래 싸우다보면 적을 닮아간다.,2.5,186
한공주,영화로 보내는 간절한 응원. 이 미친 세상에서.,4.0,1674
천주정,탄식의 동굴에서 벗어나 분노의 마그마를 분출하는 지아장커.,4.0,73
캡틴 아메리카: 윈터 솔져,질적으로 동반상승하고 있는 마블 영화들을 보는 즐거움.,3.5,584
우아한 거짓말,청소년의 달에 방영되는 평범한 TV 단막극 같다.,2.5,217
만신,통념의 울타리를 걷고 분방하게 펼치는 영화적 무가(巫歌).,3.5,73
노아,스펙타클 재난극이라기보다는 인간이라는 종에 대한 환멸이 담긴 염세적 우화.,3.0,186
그랜드 부다페스트 호텔,지나온 적 없는 어제의 세계들에 대한 근원적 노스탤지어.,5.0,2599
몬스터,개성을 위해 희생시켜버린 수많은 것들.,2.0,79
가타카,차가운 디스토피아를 우아하게 그려낸 순도 높은 SF.,4.0,915
줄리 & 줄리아,"메릴 스트립과 에이미 아담스, 신구의 조화와 대조.",3.5,142
300: 제국의 부활,철 지난 돌림노래.,2.0,89
어바웃 어 보이,영국식 일급유머의 향연.,3.5,113
뷰티풀 마인드,천재성과 광기의 상관관계에 대한 흥미로운 드라마.,3.5,252
이오지마에서 온 편지,전쟁이라는 거대한 모순 속의 역설과 휴머니즘.,4.5,119
아버지의 깃발,끝내 외면할 수 없는 진실의 환청.,4.0,86
비포 선셋,숲을 이루지 못한 꽃은 외롭고 숲을 이룬 꽃은 시든다.,5.0,2603
아메리칸 뷰티,"장밋빛 꿈과 핏빛 현실, 안에서부터 무너지는 중산층의 꿈.",4.0,520
록키 호러 픽쳐 쇼,뒤집고 부수면서 전방위적으로 뻗어나가는 에너지.,4.5,281
가위손,팀 버튼의 작품세계를 단 한 편으로만 대변해야 한다면.,4.5,703
샤이닝,호러가 공간을 어떻게 다뤄야 하는지 큐브릭이 보여준다.,4.5,876
블루 발렌타인,사랑의 맹세로도 치유되지 않는 상처에 대하여.,4.5,782
로미오와 줄리엣,팝아트적 감각으로 신선하게 되살려낸 셰익스피어의 고전.,4.0,260
죽은 시인의 사회,교사가 주인공인 헐리우드 드라마 중에서 단연 캡틴!,4.0,488
12 몽키즈,테리 길리엄의 손끝에서 빚어진 혼돈스런 세기말의 풍경.,3.0,96
이티,아이의 눈으로 세상을 바라보게 하는 스필버그의 마법.,4.5,324
비포 선라이즈,"여행과 사랑, 이다지도 달콤한 낭만적 판타지.",4.0,879
